George Cybenko,"Thayer School of Engineering Dartmouth College, Hanover, NH, USA"
Yong Yuan,"Key Laboratory for Management and Control of Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, China"
Qingchun Lu,"School of Electrical Engineering, Wuhan University, Wuhan, China"
Yishi Lee,"Department of Electrical and Computer Engineering, University of Denver, Denver, CO, USA"
Suman Kundu,"Department of Computational Intelligence, Wrocław University of Science and Technology, Wrocław, Poland"
Sankar K. Pal,"Center for Soft Computing Research, Indian Statistical Institute, Kolkata, India"
Feng Wang 0020,"Fujian Provincial Key Laboratory of Big Data Mining and Applications, College of Mathematics and Physics, Fujian University of Technology, Fuzhou, China"
Li Xu 0002,"Fujian Provincial Key Laboratory of Network Security and Cryptology, College of Mathematics and Informatics, Fujian Normal University, Fuzhou, China"
Wei Gao,"School of Mathematics and Statistics, Ludong University, Yantai, China"
Xiaoyan Lu,"Department of Computer Science, Rensselaer Polytechnic Institute, Troy, NY, USA"
Boleslaw K. Szymanski,"Department of Computer Science, Rensselaer Polytechnic Institute, Troy, NY, USA"
Chengwen Luo 0001,"College of Computer Science and Software Engineering, Shenzhen University, Shenzhen, China"
Chaoxi Li,"College of Computer Science and Software Engineering, Shenzhen University, Shenzhen, China"
Hande Hong,"School of Computing, National University of Singapore, Singapore"
Jianqiang Li 0001,"College of Computer Science and Software Engineering, Shenzhen University, Shenzhen, China"
Wei Li 0058,"Center for Distributed and High Performance Computing, School of Information Technologies, The University of Sydney, Sydney, NSW, Australia"
Zhong Ming 0001,"College of Computer Science and Software Engineering, Shenzhen University, Shenzhen, China"
Albert Y. Zomaya,"Center for Distributed and High Performance Computing, School of Information Technologies, The University of Sydney, Sydney, NSW, Australia"
Jonathan Ozik,"Decision and Infrastructure Sciences Division, Argonne National Laboratory, Argonne, IL, USA"
Nicholson T. Collier,"Decision and Infrastructure Sciences Division, Argonne National Laboratory, Argonne, IL, USA"
Justin M. Wozniak,"Mathematics and Computer Science Division, Argonne National Laboratory, Argonne, IL, USA"
Charles M. Macal,"Decision and Infrastructure Sciences Division, Argonne National Laboratory, Argonne, IL, USA"
Gary An,"Department of Surgery, The University of Chicago, Chicago, IL, USA"
Fei-Yue Wang 0001,"The State Key Laboratory for Management and Control of Complex Systems, Institute of Automation Chinese Academy of Sciences, Beijing, China"
Yong Yuan,"Qingdao Academy of Intelligent Industries, Qingdao, China"
Jun Zhang 0040,"The State Key Laboratory for Management and Control of Complex Systems, Institute of Automation Chinese Academy of Sciences, Beijing, China"
Rui Qin,"Qingdao Academy of Intelligent Industries, Qingdao, China"
Michael H. Smith,"University of California at Berkeley, Berkeley, CA, USA"
Palash Goyal,"Department of Computer Science, University of Southern California, Los Angeles, CA, USA"
Homa Hosseinmardi,"Department of Computer Science, University of Southern California, Los Angeles, CA, USA"
Emilio Ferrara,"Department of Computer Science, University of Southern California, Los Angeles, CA, USA"
Aram Galstyan,"Department of Computer Science, University of Southern California, Los Angeles, CA, USA"
Xiaonan Wang 0001,"Changshu Institute of Technology, Changshu, China"
Yanli Li,"Changshu Institute of Technology, Changshu, China"
Xingwei Wang 0001,"Northeastern University, Shenyang, China"
Zhiyi Lu,"Department of Electrical and Electronic Engineering, The University of Hong Kong, Hong Kong"
Victor O. K. Li,"Department of Electrical and Electronic Engineering, The University of Hong Kong, Hong Kong"
Qiqi Shuai,"Department of Electrical and Electronic Engineering, The University of Hong Kong, Hong Kong"
Shuai Wang 0005,"University of Chinese Academy of Sciences, Beijing, China"
Jing Wang,"Parallel Healthcare Technology Innovation Center, Institute of Smart Healthcare Systems, Qingdao Academy of Intelligent Industries, Qingdao, China"
Xiao Wang 0002,"Qingdao Academy of Intelligent Industries, Qingdao, China"
Tianyu Qiu,"Parallel Healthcare Technology Innovation Center, Institute of Smart Healthcare Systems, Qingdao Academy of Intelligent Industries, Qingdao, China"
Yong Yuan,"Qingdao Academy of Intelligent Industries, Qingdao, China"
Liwei Ouyang,"University of Chinese Academy of Sciences, Beijing, China"
Yuanyuan Guo,"Parallel Healthcare Technology Innovation Center, Institute of Smart Healthcare Systems, Qingdao Academy of Intelligent Industries, Qingdao, China"
Fei-Yue Wang 0001,"Qingdao Academy of Intelligent Industries, Qingdao, China"
Paul Wagenseller III,"School of Mathematical and Natural Sciences, Arizona State University, Glendale, AZ, USA"
Feng Wang 0002,"School of Mathematical and Natural Sciences, Arizona State University, Glendale, AZ, USA"
Weili Wu,"Department of Computer Science, University of Texas at Dallas, Richardson, TX, USA"
Shu-Sen Zhang,"School of Information, Renmin University of China, Beijing, China"
Xun Liang 0001,"School of Information, Renmin University of China, Beijing, China"
Xuan Zhang,"School of Information, Renmin University of China, Beijing, China"
Rui Xu,"School of Information, Renmin University of China, Beijing, China"
Sreekanth Madisetty,"Department of Computer Science and Engineering, IIT Hyderabad, Hyderabad, India"
Maunendra Sankar Desarkar,"Department of Computer Science and Engineering, IIT Hyderabad, Hyderabad, India"
Yuke Li,"School of Computer and Control Engineering, University of Chinese Academy of Sciences, Beijing, China"
Jian Yang,"The State Key Laboratory for Management and Control of Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, China"
Xiao Wang 0002,"Vehicle Intelligence Pioneers Inc., Qingdao, China"
Shuangshuang Han,"Vehicle Intelligence Pioneers Inc., Qingdao, China"
Dongpu Cao,"Department of Mechanical and Mechatronics Engineering, University of Waterloo, Waterloo, ON, Canada"
Fei-Yue Wang 0001,"Research Center for Military Computational Experiments and Parallel Systems Technology, National University of Defense Technology, Changsha, China"
Noel Sardana,"University of Waterloo, Waterloo, ON, Canada"
Robin Cohen,"University of Waterloo, Waterloo, ON, Canada"
Jie Zhang 0002,"Computational Intelligence Laboratory, School of Computer Science and Engineering, Nanyang Technological University, Singapore"
Shuo Chen 0006,"Computational Intelligence Laboratory, School of Computer Science and Engineering, Nanyang Technological University, Singapore"
Tianchong Gao,"School of Engineering and Technology, Indiana University–Purdue University Indianapolis, Indianapolis, IN, USA"
Feng Li 0001,"School of Engineering and Technology, Indiana University–Purdue University Indianapolis, Indianapolis, IN, USA"
Yu Chen,"Department of Electrical and Computer Engineering, Binghamton University, Binghamton, NY, USA"
Xukai Zou,"School of Science, Indiana University–Purdue University Indianapolis, Indianapolis, IN, USA"
Kamal Berahmand,"Department of Information Technology and Communications, Azarbaijan Shahid Madani University, Tabriz, Iran"
Asgarali Bouyer,"Department of Information Technology and Communications, Azarbaijan Shahid Madani University, Tabriz, Iran"
Mahdi Vasighi,"Department of Computer Science and Information Technology, Institute for Advanced Studies in Basic Sciences, Zanjan, Iran"
Min Zhou 0003,"State Key Laboratory of Rail Traffic Control and Safety, Beijing Jiaotong University, Beijing, China"
Hairong Dong,"State Key Laboratory of Rail Traffic Control and Safety, Beijing Jiaotong University, Beijing, China"
Bin Ning,"State Key Laboratory of Rail Traffic Control and Safety, Beijing Jiaotong University, Beijing, China"
Fei-Yue Wang 0001,"Research Center of Computational Experiments and Parallel Systems, National University of Defense Technology, Changsha, China"
Christopher C. Yang,"College of Computing and Informatics, Drexel University, Philadelphia, PA, USA"
Ling Jiang,"College of Computing and Informatics, Drexel University, Philadelphia, PA, USA"
Keng-Pei Lin,"Department of Information Management, National Sun Yat-sen University, Kaohsiung, Taiwan"
Yi-Wei Chang,"Department of Information Management, National Sun Yat-sen University, Kaohsiung, Taiwan"
Chih-Ya Shen,"Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan"
Mei-Chu Lin,"Department of Information Management, National Sun Yat-sen University, Kaohsiung, Taiwan"
Maria Glenski,"Department of Computer Science and Engineering, University of Notre Dame, Notre Dame, IN, USA"
Tim Weninger,"Department of Computer Science and Engineering, University of Notre Dame, Notre Dame, IN, USA"
Svitlana Volkova,"Pacific Northwest National Laboratory, Data Sciences and Analytics Group, National Security Directorate, Richland, WA, USA"
Ankan Mullick,"Microsoft, Hyderabad, India"
Pawan Goyal 0002,"Department of Computer Science and Engineering, IIT Kharagpur, Kharagpur, India"
Niloy Ganguly,"Department of Computer Science and Engineering, IIT Kharagpur, Kharagpur, India"
Manish Gupta 0001,"Microsoft, Hyderabad, India"
Eric Lancaster,"Computer Science Department, University of Maryland, College Park, MD, USA"
Tanmoy Chakraborty 0002,"Department of Computer Science and Engineering, Indraprastha Institute of Information Technology Delhi, New Delhi, India"
V. S. Subrahmanian,"Computer Science Department, Dartmouth College, Hanover, NH, USA"
Rogério Luís Rizzi,"Western Paraná State University (UNIOESTE), Cascavel, Brazil"
Wesley L. Kaizer,"Western Paraná State University (UNIOESTE), Cascavel, Brazil"
Claudia Brandelero Rizzi,"Western Paraná State University (UNIOESTE), Cascavel, Brazil"
Guilherme Galante,"Western Paraná State University (UNIOESTE), Cascavel, Brazil"
Flávio Codeço Coelho,"Getúlio Vargas Foundation, Rio de Janeiro, Brazil"
Tianlong Gu,"Guangxi Key Laboratory of Trusted Software, Guilin University of Electronic Technology, Guilin, China"
Minfeng Zhu,"State Key Laboratory of CAD&CG, Zhejiang University, Hangzhou, China"
Wei Chen 0001,"Joint Institute of Frontier Technologies, Alibaba-Zhejiang University, Hangzhou, China"
Zhaosong Huang,"State Key Laboratory of CAD&CG, Zhejiang University, Hangzhou, China"
Ross Maciejewski,"School of Computing, Informatics & Decision Systems Engineering, Arizona State University, Tempe, AZ, USA"
Liang Chang 0003,"Guangxi Key Laboratory of Trusted Software, Guilin University of Electronic Technology, Guilin, China"
Shancang Li,"Department of Computer Science and Creative Technology, University of the West of England, Bristol, U.K."
Shanshan Zhao,"Department of Engineering, Design, and mathematics, University of the West of England, Bristol, U.K."
Yong Yuan,"Institute of Automation, Chinese Academy of Science, Beijing, China"
Qindong Sun,"School of Computer Science, Xi’an University of Technology, Xi’an, China"
Kewang Zhang,"School of Electronic and Information Engineering, Xi’an Jiaotong University, Xi’an, China"
Lifei Lu,"School of Software, Shanghai Jiao Tong University, Shanghai, China"
Lida Xu,"Old Dominion University, Norfolk, VA, USA"
Boyi Xu,"Antai College of Economics and Management, Shanghai Jiao Tong University, Shanghai, China"
Guoqiang Li 0001,"School of Software, Shanghai Jiao Tong University, Shanghai, China"
Hongming Cai,"School of Software, Shanghai Jiao Tong University, Shanghai, China"
Nan Niu,"Department of Electrical Engineering and Computer Science, University of Cincinnati, Cincinnati, OH, USA"
Wentao Wang 0003,"Department of Electrical Engineering and Computer Science, University of Cincinnati, Cincinnati, OH, USA"
Arushi Gupta,"Department of Electrical Engineering and Computer Science, University of Cincinnati, Cincinnati, OH, USA"
Mona Assarandarban,"Department of Electrical Engineering and Computer Science, University of Cincinnati, Cincinnati, OH, USA"
Li Da Xu,"Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China"
Juha Savolainen,"Software and Control Research and Development, Danfoss Drives A/S, Gråsten, Denmark"
Jing-Ru C. Cheng,"Information Technology Laboratory, U.S. Army Engineer Research and Development Center, Vicksburg, MS, USA"
Hao Jiang 0010,"School of Electronic Information, Wuhan University, Wuhan, China"
Zhiyi Hu,"School of Electronic Information, Wuhan University, Wuhan, China"
Xianlong Zhao,"Beijing Smartchip Microelectronics Company Limited, Beijing, China"
Lintao Yang,"College of Physical Science and Technology, Central China Normal University, Wuhan, China"
Zhian Yang,"National Center for Science and Technology Evaluation, Beijing, China"
Bo Zhou 0001,"Department of Computer Science, Liverpool John Moores University, Liverpool, U.K."
Curtis L. Maines,"Department of Computer Science, Liverpool John Moores University, Liverpool, U.K."
Stephen Tang 0001,"Department of Computer Science, Liverpool John Moores University, Liverpool, U.K."
Qi Shi,"Department of Computer Science, Liverpool John Moores University, Liverpool, U.K."
Po Yang 0001,"Department of Computer Science, Liverpool John Moores University, Liverpool, U.K."
Qiang Yang 0004,"College of Electrical Engineering, Zhejiang University, Hangzhou, China"
Jun Qi,"Department of Computer Science, Liverpool John Moores University, Liverpool, U.K."
Fei-Yue Wang 0001,"State Key Laboratory for Management and Control of Complex Systems, Institute of Automation Chinese Academy of Sciences, Beijing, China"
Pu Wang,"School of Traffic and Transportation Engineering, Central South University, Changsha, China"
Juanjuan Li,"Qingdao Academy of Intelligent Industries, Qingdao, China"
Yong Yuan,"Qingdao Academy of Intelligent Industries, Qingdao, China"
Xiao Wang 0002,"Qingdao Academy of Intelligent Industries, Qingdao, China"
Xiaoyang Liu 0001,"Department of Computer Science and Engineering, Chongqing University of Technology, Chongqing, China"
Daobing He,"Department of Computer Science and Engineering, Chongqing University of Technology, Chongqing, China"
Chao Liu,"Department of Computer Science and Engineering, Chongqing University of Technology, Chongqing, China"
Damian A. Tamburri,"Jheronimus Academy of Data Science, Technische Universiteit Eindhoven, Eindhoven, The Netherlands"
Etienne Papegnies,"Nectar de Code, Barbentane, France"
Vincent Labatut,"Laboratoire Informatique d’Avignon, Avignon University, Avignon, France"
Richard Dufour,"Laboratoire Informatique d’Avignon, Avignon University, Avignon, France"
Georges Linarès,"Laboratoire Informatique d’Avignon, Avignon University, Avignon, France"
Kazumasa Oida,"Graduate School of Course of Computer Science and Engineering, Fukuoka Institute of Technology, Fukuoka, Japan"
Kyota Okubo,"Graduate School of Course of Computer Science and Engineering, Fukuoka Institute of Technology, Fukuoka, Japan"
Jia Wang,"School of Economics, Northeastern University at Qinhuangdao, Qinhuangdao, China"
MengChu Zhou,"Department of Electrical and Computer Engineering, New Jersey Institute of Technology, Newark, NJ, USA"
Xiwang Guo,"Department of Electrical and Computer Engineering, New Jersey Institute of Technology, Newark, NJ, USA"
Liang Qi,"Department of Computer Science and Technology, Shandong University of Science and Technology, Qingdao, China"
Marakkalage Sumudu Hasala,"Engineering Product Development Pillar, Singapore University of Technology and Design, Singapore"
Serhad Sarica,"Engineering Product Development Pillar, Singapore University of Technology and Design, Singapore"
Billy Pik Lik Lau,"Engineering Product Development Pillar, Singapore University of Technology and Design, Singapore"
Sanjana Kadaba Viswanath,"Engineering Product Development Pillar, Singapore University of Technology and Design, Singapore"
Balasubramaniam Thirunavukarasu,"Queensland University of Technology, Brisbane, QLD, Australia"
Chau Yuen,"Engineering Product Development Pillar, Singapore University of Technology and Design, Singapore"
Belinda Yuen,"Lee Kuan Yew Centre for Innovative Cities, Singapore University of Technology and Design, Singapore"
Jianxi Luo,"Engineering Product Development Pillar, Singapore University of Technology and Design, Singapore"
Richi Nayak,"Queensland University of Technology, Brisbane, QLD, Australia"
Hong Mo,"College of Electric and Information Engineering, Changsha University of Science and Technology, Changsha, China"
Kefu Yan,"College of Electric and Information Engineering, Changsha University of Science and Technology, Changsha, China"
Xuanming Zhao,"College of Electric and Information Engineering, Changsha University of Science and Technology, Changsha, China"
Yaqiong Zeng,"College of Electric and Information Engineering, Changsha University of Science and Technology, Changsha, China"
Xiao Wang 0002,"Qingdao Academy of Intelligent Industries, Qingdao, China"
Fei-Yue Wang 0001,"Center of China Economic and Social Security, University of Chinese Academy of Sciences, Beijing, China"
Leonardo Maccari,"Department of Information Engineering and Computer Science, University of Trento, Trento, Italy"
Wenguo Yang,"Key Laboratory of Big Data Mining and Knowledge Management, Chinese Academy of Sciences, Beijing, China"
Jing Yuan 0002,"Department of Computer Science, University of Texas at Dallas, Richardson, TX, USA"
Weili Wu,"Department of Computer Science, University of Texas at Dallas, Richardson, TX, USA"
Jianmin Ma,"College of Mathematics and Information Science, Hebei Normal University, Shijiazhuang, China"
Ding-Zhu Du,"Department of Computer Science, University of Texas at Dallas, Richardson, TX, USA"
Kenji Saito,"Keio Research Institute, SFC, Keio University, Fujisawa, Japan"
Shinji Hatta,"MUSCAT Space Engineering Company Ltd., Munakata, Japan"
Toshiya Hanada,"Department of Aeronautics and Astronautics, Kyushu University, Fukuoka, Japan"
Athina Thanou,"School of Electrical and Computer Engineering, National Technical University of Athens, Athens, Greece"
Eirini-Eleni Tsiropoulou,"Department of Electrical and Computer Engineering, University of New Mexico, Albuquerque, NM, USA"
Symeon Papavassiliou,"School of Electrical and Computer Engineering, National Technical University of Athens, Athens, Greece"
Ranjan Maity,"department of Computer Science and Engineering, IIT Guwahati, Guwahati, India"
Samit Bhattacharya,"department of Computer Science and Engineering, IIT Guwahati, Guwahati, India"
Fatima K. Abu Salem,"Computer Science Department, American University of Beirut, Beirut, Lebanon"
Mohamad Jaber 0001,"Computer Science Department, American University of Beirut, Beirut, Lebanon"
Chadi Abdallah,"National Center for Remote Sensing, National Council for Scientific Research, Beirut, Lebanon"
Omar Mehio,"Computer Science Department, American University of Beirut, Beirut, Lebanon"
Sara Najem,"National Center for Remote Sensing, National Council for Scientific Research, Beirut, Lebanon"
Eunice E. Santos,"Department of Computer Science, Illinois Institute of Technology, Chicago, IL, USA"
John Korah,"Department of Computer Science, Illinois Institute of Technology, Chicago, IL, USA"
Jeremy R. Cole,"Google AI, Mountain View, CA, USA"
Moojan Ghafurian,"David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, ON, Canada"
David Reitter,"Google AI, New York, NY, USA"
Wei Wei 0006,"Inner Mongolia University, Hohhot, Inner Mongolia, CN"
Shuai Liu 0002,"New York Institute of Technology, Old Westbury, NY, US"
Wenjia Li,"University of Texas at Dallas, Richardson, TX, US"
Ding-Zhu Du,"Department of Computer Science, The University of Texas at Dallas, Richardson, TX, USA"
Nan Niu,"Department of Electrical Engineering and Computer Science, University of Cincinnati, Cincinnati, OH, USA"
Wentao Wang 0003,"Department of Electrical Engineering and Computer Science, University of Cincinnati, Cincinnati, OH, USA"
Arushi Gupta,"Department of Electrical Engineering and Computer Science, University of Cincinnati, Cincinnati, OH, USA"
Mona Assarandarban,"Department of Electrical Engineering and Computer Science, University of Cincinnati, Cincinnati, OH, USA"
Li Da Xu,"Old Dominion University, Norfolk, VA, USA"
Juha Savolainen,"Software and Control Research and Development, Danfoss Drives A/S, 6300, Gråsten, Denmark"
Jing-Ru C. Cheng,"Information Technology Laboratory, U.S. Army Engineer Research and Development Center, Vicksburg, MS, USA"
Fei-Yue Wang 0001,"The State Key Laboratory for Management and Control of Complex Systems, Institute of Automation Chinese Academy of Sciences, Beijing, China"
Ying Tang 0001,"Department of Electrical & Computer Engineering College of Engineering, Rowan University, Glassboro, NJ, USA"
Xiwei Liu,"The State Key Laboratory for Management and Control of Complex Systems, Institute of Automation Chinese Academy of Sciences, Beijing, China"
Yong Yuan,"Qingdao Academy of Intelligent Industries, Qingdao, China"
Michael Muhlmeyer,"Electrical and Computer Engineering Department, California State University at Los Angeles, Los Angeles, CA, USA"
Jiheng Huang,"Electrical and Computer Engineering Department, California State University at Los Angeles, Los Angeles, CA, USA"
Shaurya Agarwal,"Electrical and Computer Engineering Department, California State University at Los Angeles, Los Angeles, CA, USA"
Rajesh Basak,"Department of Computer Science and Engineering, IIT Kharagpur, Kharagpur, India"
Shamik Sural,"Department of Computer Science and Engineering, IIT Kharagpur, Kharagpur, India"
Niloy Ganguly,"Department of Computer Science and Engineering, IIT Kharagpur, Kharagpur, India"
Soumya K. Ghosh 0001,"Department of Computer Science and Engineering, IIT Kharagpur, Kharagpur, India"
Chi Zhang,"Institute of Artificial Intelligence and Robotics, Xi’an Jiaotong University, Xi’an, China"
Yuehu Liu,"Institute of Artificial Intelligence and Robotics, Xi’an Jiaotong University, Xi’an, China"
Li Li 0013,"BNRist, Tsinghua University, Beijing, China"
Nan-Ning Zheng 0001,"Institute of Artificial Intelligence and Robotics, Xi’an Jiaotong University, Xi’an, China"
Fei-Yue Wang 0001,"State Key Laboratory of Management and Control for Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, China"
Han Liu 0002,"School of Computer Science and Informatics, Cardiff University, Cardiff, U.K."
Pete Burnap,"School of Computer Science and Informatics, Cardiff University, Cardiff, U.K."
Wafa Alorainy,"School of Computer Science and Informatics, Cardiff University, Cardiff, U.K."
Matthew L. Williams,"School of Social Science, Cardiff University, Cardiff, U.K."
Lianggui Liu,"School of Information Science and Technology, Zhejiang Sci-Tech University, Hangzhou, China"
Lingmin Wang,"School of Information Science and Technology, Zhejiang Sci-Tech University, Hangzhou, China"
Wei Wu,"School of Information Science and Technology, Zhejiang Sci-Tech University, Hangzhou, China"
Huiling Jia,"School of Information Science and Technology, Zhejiang Sci-Tech University, Hangzhou, China"
Yu Zhang,"School of Information Science and Technology, Zhejiang Sci-Tech University, Hangzhou, China"
Wynn C. Stirling,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT, USA"
Marzieh Soltanolkottabi,"Department of Industrial and Manufacturing Systems Engineering, Kansas State University, Manhattan, KS, USA"
David Ben-Arieh,"Department of Industrial and Manufacturing Systems Engineering, Kansas State University, Manhattan, KS, USA"
Chih-Hang Wu,"Department of Industrial and Manufacturing Systems Engineering, Kansas State University, Manhattan, KS, USA"
Xiaonan Luo,"Institute of Artificial Intelligence, Guilin University of Electronic Technology, Guilin, China"
Yuan Yuan 0012,"Institute of Artificial Intelligence, Guilin University of Electronic Technology, Guilin, China"
Zhihao Li,"State Key Lab of CAD&CG, Zhejiang University, Hangzhou, China"
Minfeng Zhu,"State Key Lab of CAD&CG, Zhejiang University, Hangzhou, China"
Ying Xu,"State Key Lab of CAD&CG, Zhejiang University, Hangzhou, China"
Liang Chang 0003,"Guangxi Key Lab of Trusted Software, Guilin University of Electronic Technology, Guilin, China"
Xiyan Sun,"Guangxi Key Laboratory of Precision Navigation Technology and Application, Guilin University of Electronic Technology, Guilin, China"
Zi'ang Ding,"Research AI, Microsoft, Redmond, WA, USA"
Xiao Geng,"Information School, Central University of Finance and Economics, Beijing, China"
Yanmei Zhang,"Information School, Central University of Finance and Economics, Beijing, China"
Yuhang Jiao 0001,"Information School, Central University of Finance and Economics, Beijing, China"
Yinan Mei,"Information School, Central University of Finance and Economics, Beijing, China"
Xiaoyu Sean Lu,"Department of Electrical and Computer Engineering, New Jersey Institute of Technology, Newark, NJ, USA"
MengChu Zhou,"Department of Electrical and Computer Engineering, New Jersey Institute of Technology, Newark, NJ, USA"
Liang Qi,"Department of Computer Science and Technology, Shandong University of Science and Technology, Qingdao, China"
Haoyue Liu,"Department of Electrical and Computer Engineering, New Jersey Institute of Technology, Newark, NJ, USA"
Wei Wang 0077,"Key Laboratory for Ubiquitous Network and Service Software of Liaoning Province, School of Software, Dalian University of Technology, Dalian, China"
Jiaying Liu 0006,"Key Laboratory for Ubiquitous Network and Service Software of Liaoning Province, School of Software, Dalian University of Technology, Dalian, China"
Zhuo Yang,"Key Laboratory for Ubiquitous Network and Service Software of Liaoning Province, School of Software, Dalian University of Technology, Dalian, China"
Xiangjie Kong 0001,"Key Laboratory for Ubiquitous Network and Service Software of Liaoning Province, School of Software, Dalian University of Technology, Dalian, China"
Feng Xia 0001,"Key Laboratory for Ubiquitous Network and Service Software of Liaoning Province, School of Software, Dalian University of Technology, Dalian, China"
Dixon Vimalajeewa,"Waterford Institute of Technology, Waterford, IE"
Sasitharan Balasubramaniam,"Waterford Institute of Technology, Waterford, IE"
Bernadette O'Brien,"Animal and Grassland Research and Innovation Centre, Teagasc, Cork, Ireland"
Chamil Kulatunga,"University College Dublin, Dublin, IE"
Donagh Berry,"Animal and Grassland Research and Innovation Centre, Teagasc, Cork, Ireland"
Qian Li 0009,"Beijing Key Laboratory of Intelligence Telecommunication Software and Multimedia, Beijing University of Posts and Telecommunications, Beijing, China"
Liangyun Liu,"Chongqing Engineering Laboratory of Internet and Information Security, Chongqing University of Posts and Telecommunications, Chongqing, China"
Ming Xu 0008,"Research Institute of Information Technology, Tsinghua University, Beijing, China"
Bin Wu 0001,"Beijing Key Laboratory of Intelligence Telecommunication Software and Multimedia, Beijing University of Posts and Telecommunications, Beijing, China"
Yunpeng Xiao,"Chongqing Engineering Laboratory of Internet and Information Security, Chongqing University of Posts and Telecommunications, Chongqing, China"
Sachin Grover,"Department of Computer Science, Carnegie Mellon University, Pittsburgh, PA, USA"
Chiara Pulice,"Department of Computer Science, Dartmouth College, Hanover, NH, USA"
Gerardo I. Simari,"Department of Computer Science and Engineering, Institute for Computer Science and Engineering (CONICET), Universidad Nacional del Sur (UNS), Bahía Blanca, Argentina"
V. S. Subrahmanian,"Department of Computer Science, Dartmouth College, Hanover, NH, USA"
Tingnan Lin,"Department of Industrial and Systems Engineering, Rutgers University, Piscataway, NJ, USA"
Hoang Pham,"Department of Industrial and Systems Engineering, Rutgers University, Piscataway, NJ, USA"
Pei Lv,"Center for Interdisciplinary Information Science Research, Zhengzhou University, Zhengzhou, China"
Zhujin Zhang,"Center for Interdisciplinary Information Science Research, Zhengzhou University, Zhengzhou, China"
Chaochao Li,"Center for Interdisciplinary Information Science Research, Zhengzhou University, Zhengzhou, China"
Yibo Guo,"Center for Interdisciplinary Information Science Research, Zhengzhou University, Zhengzhou, China"
Bing Zhou,"Center for Interdisciplinary Information Science Research, Zhengzhou University, Zhengzhou, China"
Mingliang Xu,"Center for Interdisciplinary Information Science Research, Zhengzhou University, Zhengzhou, China"
Fei-Yue Wang 0001,"The State Key Laboratory for Management and Control of Complex Systems, Institute of Automation Chinese Academy of Sciences, Beijing, China"
Jun Jason Zhang,"The State Key Laboratory for Management and Control of Complex Systems, Institute of Automation Chinese Academy of Sciences, Beijing, China"
Rui Qin,"Qingdao Academy of Intelligent Industries, Qingdao, China"
Yong Yuan,"Qingdao Academy of Intelligent Industries, Qingdao, China"
Huansheng Ning,"School of Computer and Communication Engineering, University of Science and Technology Beijing, Beijing, China"
Sahraoui Dhelim,"School of Computer and Communication Engineering, University of Science and Technology Beijing, Beijing, China"
Nyothiri Aung,"School of Computer and Communication Engineering, University of Science and Technology Beijing, Beijing, China"
Xiangjie Kong 0001,"Key Laboratory for Ubiquitous Network and Service Software of Liaoning Province, School of Software, Dalian University of Technology, Dalian, China"
Menglin Li,"School of Information Science and Technology, Northeast Normal University, Changchun, China"
Gaoxing Zhao,"Key Laboratory for Ubiquitous Network and Service Software of Liaoning Province, School of Software, Dalian University of Technology, Dalian, China"
Huijie Zhang,"Key Laboratory for Ubiquitous Network and Service Software of Liaoning Province, School of Software, Dalian University of Technology, Dalian, China"
Feng Xia 0001,"Key Laboratory for Ubiquitous Network and Service Software of Liaoning Province, School of Software, Dalian University of Technology, Dalian, China"
Yingjie Wang 0002,"School of Computer and Control Engineering, Yantai University, Yantai, China"
Zhipeng Cai 0001,"Department of Computer Science, Georgia State University, Atlanta, GA, USA"
Zhi-Hui Zhan,"Guangdong Provincial Key Laboratory of Computational Intelligence and Cyberspace Information, South China University of Technology, Guangzhou, China"
Yue-Jiao Gong,"Guangdong Provincial Key Laboratory of Computational Intelligence and Cyberspace Information, South China University of Technology, Guangzhou, China"
Xiangrong Tong,"School of Computer and Control Engineering, Yantai University, Yantai, China"
Jian Li 0032,"Key Laboratory of Embedded System and Service Computing of Ministry of Education, Tongji University, Shanghai, China"
Guanjun Liu,"Key Laboratory of Embedded System and Service Computing of Ministry of Education, Tongji University, Shanghai, China"
Chungang Yan,"Key Laboratory of Embedded System and Service Computing of Ministry of Education, Tongji University, Shanghai, China"
Changjun Jiang,"Key Laboratory of Embedded System and Service Computing of Ministry of Education, Tongji University, Shanghai, China"
Ayan Kumar Bhowmick,"Department of Computer Science and Engineering, IIT Kharagpur, Kharagpur, India"
Martin Gueuning,"ICTEAM, Université Catholique de Louvain, Louvain-la-Neuve, Belgium"
Jean-Charles Delvenne,"ICTEAM, Université Catholique de Louvain, Louvain-la-Neuve, Belgium"
Renaud Lambiotte,"naXys, University of Namur, Namur, Belgium"
Bivas Mitra,"Department of Computer Science and Engineering, IIT Kharagpur, Kharagpur, India"
Jinyin Chen,"Institute of Cyberspace Security, College of Information Engineering, Zhejiang University of Technology, Hangzhou, China"
Yangyang Wu,"Institute of Cyberspace Security, College of Information Engineering, Zhejiang University of Technology, Hangzhou, China"
Lu Fan,"Department of Computing, The Hong Kong Polytechnic University, Hong Kong"
