George Cybenko,"Thayer School of Engineering Dartmouth College, Hanover, NH, USA"
Xiaolong Xu 0001,"School of Computer and Software, Nanjing University of Information Science and Technology, Nanjing, China"
Xiaokang Zhou,"Faculty of Data Science, Shiga University, Hikone, Japan"
Wei Liang,"Key Laboratory of Hunan Province for New Retail Virtual Reality Technology, Hunan University of Technology and Business, Changsha, China"
Suzhen Huang,"Information and Network Center, Central South University, Changsha, China"
Miao Fu,"Key Laboratory of Hunan Province for New Retail Virtual Reality Technology, Hunan University of Technology and Business, Changsha, China"
Shuo Yu,"Key Laboratory for Ubiquitous Network and Service Software of Liaoning Province, School of Software, Dalian University of Technology, Dalian, China"
Feng Xia 0001,"Key Laboratory for Ubiquitous Network and Service Software of Liaoning Province, School of Software, Dalian University of Technology, Dalian, China"
Huan Liu 0001,"School of Computing, Informatics, and Decision Systems Engineering, Arizona State University, Tempe, AZ, USA"
Hao Wang 0003,"Department of Computer Science, Norwegian University of Science and Technology, Gjøvik, Norway"
Shenglan Ma,"Division of Science and Technology, Fujian Rural Credit Union, Fujian, China"
Hong-Ning Dai,"Faculty of Information Technology, Macau University of Science and Technology, Macau, China"
Ali Li,"School of Information and Electrical Engineering, Ludong University, Yantai, China"
Liyuan Liu,"The Second Hospital of Shandong University, Jinan, China"
Ata Ullah,"Department of Computer Science, National University of Modern Languages, Islamabad, Pakistan"
Rui Wang 0038,"Beijing Engineering Research Center for Cyberspace Data Analysis and Applications, Beijing, China"
Jianhua Ma,"Hosei University, Tokyo, Japan"
Runhe Huang,"Hosei University, Tokyo, Japan"
Zhigang Yu,"The Second Hospital of Shandong University, Jinan, China"
Huansheng Ning,"Beijing Engineering Research Center for Cyberspace Data Analysis and Applications, Beijing, China"
Yi Chen 0011,"Department of Information and Electronic Engineering, Muroran Institute of Technology, Muroran, Japan"
Li Yu 0003,"Department of Electronics and Information Engineering, Huazhong University of Science and Technology, Wuhan, China"
Kaoru Ota,"Department of Information and Electronic Engineering, Muroran Institute of Technology, Muroran, Japan"
Mianxiong Dong,"Department of Information and Electronic Engineering, Muroran Institute of Technology, Muroran, Japan"
Yuyu Yin,"School of Computer, Hangzhou Dianzi University, Hangzhou, China"
Rong Zhang,"School of Computer, Hangzhou Dianzi University, Hangzhou, China"
Honghao Gao,"Computing Center, Shanghai University, Shanghai, China"
Meng Xi,"College of Computer Science and Technology, Zhejiang University, Hangzhou, China"
Fei-Yue Wang 0001,"State Key Laboratory for Management and Control of Complex Systems, Beijing, China"
Peijun Ye,"Chinese Academy of Sciences, Institute of Automation, Beijing, China,Qingdao Academy of Intelligent Industries, Qingdao, China"
Juanjuan Li,"Chinese Academy of Sciences, Institute of Automation, Beijing, China,Qingdao Academy of Intelligent Industries, Qingdao, China"
Naimisha Kolli,"Indian Institute of Science, Bengaluru, India"
Balakrishnan Narayanaswamy,"Indian Institute of Science, Bengaluru, India"
Jianming Zhu,"School of Engineering Science, University of Chinese Academy of Sciences, Beijing, China"
Smita Ghosh,"University of Texas at Dallas, Richardson, USA"
Weili Wu,"University of Texas at Dallas, Richardson, USA"
Collins Census,"School of Information Science and Technology, Southwest Jiaotong University, Chengdu, China"
Hongjun Wang 0002,"Computer Science College, Southwest Jiaotong University, Chengdu, China"
Ji Zhang,"School of Information Science and Technology, Institute of Artificial Intelligence, Southwest Jiaotong University, Chengdu, China"
Ping Deng,"School of Information Science and Technology, Institute of Artificial Intelligence, Southwest Jiaotong University, Chengdu, China"
Tianrui Li 0001,"School of Information Science and Technology, Institute of Artificial Intelligence, Southwest Jiaotong University, Chengdu, China"
Bo Zhang 0004,"College of Information, Mechanical and Electrical Engineering, Shanghai Normal University, Shanghai, China"
Duo Xu,"College of Information, Mechanical and Electrical Engineering, Shanghai Normal University, Shanghai, China"
Huan Zhang,"College of Information, Mechanical and Electrical Engineering, Shanghai Normal University, Shanghai, China"
Meizi Li,"College of Information, Mechanical and Electrical Engineering, Shanghai Normal University, Shanghai, China"
Debaditya Barman,"Visva-Bharati University, Shantiniketan, India"
Subhayan Bhattacharya,"School of Mobile Computing and Communication, Jadavpur University, Kolkata, India"
Ritam Sarkar,"Jadavpur University, Kolkata, India"
Nirmalya Chowdhury,"Jadavpur University, Kolkata, India"
Tiantian Chen,"School of Mathematical Sciences, Ocean University of China, Qingdao, China"
Wenjing Liu,"School of Mathematical Sciences, Ocean University of China, Qingdao, China"
Qizhi Fang,"School of Mathematical Sciences, Ocean University of China, Qingdao, China"
Jianxiong Guo,"The University of Texas at Dallas, Richardson, USA"
Ding-Zhu Du,"The University of Texas at Dallas, Richardson, USA"
Naveen Saini,"Indian Institute of Technology Patna, Bihar, India"
Sriparna Saha 0001,"Indian Institute of Technology Patna, Bihar, India"
Pushpak Bhattacharyya,"Indian Institute of Technology Patna, Bihar, India"
Ryan Sequeira,"IIT Patna, Patna, India"
Avijit Gayen,"IIT Patna, Patna, India"
Niloy Ganguly,"IIT Kharagpur, Kharagpur, India"
Sourav Kumar Dandapat,"IIT Patna, Patna, India"
Joydeep Chandra,"IIT Patna, Patna, India"
Andrea De Salve,"Dipartimento di Matematica e Informatica, Università degli Studi di Palermo, Palermo, Italy,Istituto di Informatica e Telematica, Consiglio Nazionale delle Ricerche, Pisa, Italy"
Paolo Mori,"Istituto di Informatica e Telematica, Consiglio Nazionale delle Ricerche, Pisa, Italy"
Barbara Guidi,"Dipartimento di Informatica, Università di Pisa, Pisa, Italy"
Laura Ricci,"Dipartimento di Informatica, Università di Pisa, Pisa, Italy"
Jing Xiao,"College of Information and Communication Engineering, Dalian Minzu University, Dalian, China"
Chao Wang,"School of Computer Science and Technology, Anhui University, Hefei, China"
Xiao-Ke Xu,"College of Information and Communication Engineering, Dalian Minzu University, Dalian, China"
Yunzhong Liu,"Arizona State University, Tempe, USA"
Jinhe Shi,"New Jersey Institute of Technology, Newark, USA"
Yi Chen 0001,"Martin Tuchman School of Management, New Jersey Institute of Technology, Newark, USA,Ying Wu College of Computing, New Jersey Institute of Technology, Newark, USA"
Rodrigo Nicolau Almeida,"Centre for Socioeconomic and Territorial Studies (DINAMIA-CET)/ISCTE-IUL, Lisbon, Portugal"
Nuno David,"Centre for Socioeconomic and Territorial Studies (DINAMIA-CET)/ISCTE-IUL, Lisbon, Portugal"
Li Da Xu,"Old Dominion University, Norfolk, USA"
Wattana Viriyasitavat,"Chulalongkorn University, Bangkok, Thailand"
Koushik Mallick,"Machine Intelligence Unit, Indian Statistical Institute, Kolkata, India"
Sanghamitra Bandyopadhyay,"Machine Intelligence Unit, Indian Statistical Institute, Kolkata, India"
Subhasis Chakraborty,"RCC Institute of Information Technology, Kolkata, India"
Rounaq Choudhuri,"RCC Institute of Information Technology, Kolkata, India"
Sayan Bose,"RCC Institute of Information Technology, Kolkata, India"
Xiangjie Kong 0001,"Key Laboratory for Ubiquitous Network and Service Software of Liaoning Province, School of Software, Dalian University of Technology, Dalian, China"
Yajie Shi,"Key Laboratory for Ubiquitous Network and Service Software of Liaoning Province, School of Software, Dalian University of Technology, Dalian, China"
Wei Wang 0077,"Key Laboratory for Ubiquitous Network and Service Software of Liaoning Province, School of Software, Dalian University of Technology, Dalian, China"
Kai Ma 0003,"Key Laboratory for Ubiquitous Network and Service Software of Liaoning Province, School of Software, Dalian University of Technology, Dalian, China"
Liangtian Wan,"Key Laboratory for Ubiquitous Network and Service Software of Liaoning Province, School of Software, Dalian University of Technology, Dalian, China"
Feng Xia 0001,"School of Science, Engineering and Information Technology, Federation University Australia, Ballarat, Australia,School of Software, Dalian University of Technology, Dalian, China"
Qiang Zhang,"College of Computer Science and Engineering, Northwest Normal University, Lanzhou, China"
Dianxiang Xu,"College of Computer Science and Engineering, Northwest Normal University, Lanzhou, China"
Tianze Gao,"College of Computer Science and Engineering, Northwest Normal University, Lanzhou, China"
Zhihe Wang,"College of Computer Science and Engineering, Northwest Normal University, Lanzhou, China"
Sameera Horawalavithana,"University of South Florida, Tampa, USA"
Juan Arroyo Flores,"University of South Florida, Tampa, USA"
John Skvoretz,"University of South Florida, Tampa, USA"
Adriana Iamnitchi,"University of South Florida, Tampa, USA"
Wattana Viriyasitavat,"Faculty of Commerce and Accountancy, Chulalongkorn University, Bangkok, Thailand"
Li Da Xu,"Old Dominion University, Norfolk, USA"
Zhuming Bi,"Purdue University Fort Wayne, USA"
Danupol Hoonsopon,"Faculty of Commerce and Accountancy, Chulalongkorn University, Bangkok, Thailand"
Nuttirudee Charoenruk,"Faculty of Commerce and Accountancy, Chulalongkorn University, Bangkok, Thailand"
Shancang Li,"University of the West of England, Bristol, U.K."
Yong Yuan,"State Key Laboratory for Management and Control of Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, China"
Jun Jason Zhang,"University of Denver, Denver, USA"
Bill Buchanan,"School of Computing, Edinburgh Napier University, Edinburgh, U.K."
Erwu Liu,"School of Electronics Information Engineering, Tongji University, Shanghai, China"
Ramesh Ramadoss,"IEEE P2418 Blockchain WG Chair, USA"
Lichen Cheng,"Beijing Key Laboratory of Security and Privacy in Intelligent Transportation, Beijing Jiaotong University, Beijing, China"
Jiqiang Liu,"Beijing Key Laboratory of Security and Privacy in Intelligent Transportation, Beijing Jiaotong University, Beijing, China"
Guangquan Xu,"Tianjin Key Laboratory of Advanced Networking (TANK), College of Intelligence and Computing, Tianjin University, Tianjin, China"
Zonghua Zhang,"IMT Lille Douai, Institut Mines-Tlcom, Villeneuved’Ascq, France"
Hao Wang 0003,"Norwegian University of Science and Technology, Trondheim, Norway"
Hong-Ning Dai,"Faculty of Information Technology, Macau University of Science and Technology, Macau, China"
Yulei Wu,"College of Engineering, Mathematics and Physical Sciences, University of Exeter, Exeter, U.K."
Wei Wang 0012,"Beijing Key Laboratory of Security and Privacy in Intelligent Transportation, Beijing Jiaotong University, Beijing, China"
Yongping Zhang,"School of Automation Science and Electrical Engineering, Beihang University, Beijing, China"
Xiwei Xu,"Data61, CSIRO, and the University of New South Wales, Sydney, Australia"
Ang Liu,"University of New South Wales, Sydney, Australia"
Qinghua Lu 0001,"Data61, CSIRO, and the University of New South Wales, Sydney, Australia"
Lida Xu,"Old Dominion University, Norfolk, USA"
Fei Tao,"School of Automation Science and Electrical Engineering, Beihang University, Beijing, China"
Jianan Li,"Shanghai Key Laboratory of Integrated Administration Technologies for Information Security, School of Cyber Security, Shanghai Jiao Tong University, Shanghai, China"
Zhenyu Zhou,"National Key Laboratory of Alternate Electrical Power System with Renewable Energy Sources, School of Electrical and Electronic Engineering, North China Electric Power University, Beijing, China"
Jun Wu 0001,"Shanghai Key Laboratory of Integrated Administration Technologies for Information Security, School of Cyber Security, Shanghai Jiao Tong University, Shanghai, China"
Jianhua Li 0001,"Shanghai Key Laboratory of Integrated Administration Technologies for Information Security, School of Cyber Security, Shanghai Jiao Tong University, Shanghai, China"
Shahid Mumtaz,"Group of Mobile System, Instituto de Telecomunicações (IT), Lisbon, Portugal"
Xi Lin,"Shanghai Key Laboratory of Integrated Administration Technologies for Information Security, School of Cyber Security, Shanghai Jiao Tong University, Shanghai, China"
Haris Gacanin,"Nokia Bell Labs, Antwerp, Belgium"
Sattam Al Otaibi,"Innovation and Entrepreneurship Center, College of Engineering, Taif University, Taif, Saudi Arabia"
Xiaolong Xu 0001,"School of Computer and Software, Jiangsu Engineering Center of Network Monitoring, Nanjing University of Information Science and Technology, Nanjing, China"
Qingxiang Liu,"School of Computer and Software, Jiangsu Engineering Center of Network Monitoring, Nanjing University of Information Science and Technology, Nanjing, China"
Xuyun Zhang,"The University of Auckland, Auckland, New Zealand"
Jie Zhang 0053,"State Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China"
Lianyong Qi,"School of Information Science and Engineering, Qufu Normal University, Qufu, China"
Wanchun Dou,"State Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China"
Wattana Viriyasitavat,"Chulalongkorn University Faculty of Commerce and Accountancy, Bangkok, Thailand"
Li Da Xu,"Old Dominion University, Norfolk, USA"
Zhuming Bi,"School of Mechanical Engineering, Indiana University, Fort Wayne, USA"
Vitara Pungpapong,"Chulalongkorn University Faculty of Commerce and Accountancy, Bangkok, Thailand"
Shancang Li,"University of the West of England, Bristol, U.K."
Tao Qin,"MOE Key Lab for Intelligent Networks and Network Security, Xi’an Jiaotong University, Xi’an, China"
Geyong Min,"University of Exeter, Exeter, U.K."
Shanshan Zhao,"University of the West of England, Bristol, U.K."
Shancang Li,"University of the West of England, Bristol, U.K."
Yufeng Yao,"University of the West of England, Bristol, U.K."
Le Jiang,"School of Computer Science and Engineering, South China University of Technology, Guangzhou, China"
Xinglin Zhang,"School of Computer Science and Engineering, South China University of Technology, Guangzhou, China"
Reza Parsamehr,"Instituto de Telecomunicações, Aveiro, Portugal,Escuela Técnica Superior de Ingeniería y Sistemas de Telecomunicación, Universidad Politécnica de Madrid, Madrid, Spain"
Alireza Esfahani,"Instituto de Telecomunicações, Aveiro, Portugal"
Georgios Mantas,"Instituto de Telecomunicações, Aveiro, Portugal,Faculty of Engineering and Science, University of Greenwich, London, U.K."
Ayman Radwan,"Instituto de Telecomunicações, Aveiro, Portugal"
Shahid Mumtaz,"Instituto de Telecomunicações, Aveiro, Portugal"
Jonathan Rodriguez 0001,"Instituto de Telecomunicações, Aveiro, Portugal,Mobile and Satellite Communications Research Group, School of Engineering, University of South Wales, Pontypridd, U.K."
José-Fernán Martínez-Ortega,"Escuela Técnica Superior de Ingeniería y Sistemas de Telecomunicación, Universidad Politécnica de Madrid, Madrid, Spain"
Fei-Yue Wang 0001,"The State Key Laboratory for Management and Control of Complex Systems, Institute of Automation Chinese Academy of Sciences, Beijing, China"
Rui Qin,"The State Key Laboratory for Management and Control of Complex Systems, Institute of Automation Chinese Academy of Sciences, Beijing, China,Qingdao Academy of Intelligent Industries, Qingdao, China"
Juanjuan Li,"The State Key Laboratory for Management and Control of Complex Systems, Institute of Automation Chinese Academy of Sciences, Beijing, China,Qingdao Academy of Intelligent Industries, Qingdao, China"
Yong Yuan,"The State Key Laboratory for Management and Control of Complex Systems, Institute of Automation Chinese Academy of Sciences, Beijing, China,Qingdao Academy of Intelligent Industries, Qingdao, China"
Xiao Wang 0002,"The State Key Laboratory for Management and Control of Complex Systems, Institute of Automation Chinese Academy of Sciences, Beijing, China"
Poonam Goyal,"Advanced Data Analytics and Parallel Technologies (ADAPT) Laboratory, BITS Pilani, Pilani, India"
Prerna Kaushik,"Advanced Data Analytics and Parallel Technologies (ADAPT) Laboratory, BITS Pilani, Pilani, India"
Pranjal Gupta,"Advanced Data Analytics and Parallel Technologies (ADAPT) Laboratory, BITS Pilani, Pilani, India"
Dev Vashisth,"Advanced Data Analytics and Parallel Technologies (ADAPT) Laboratory, BITS Pilani, Pilani, India"
Shavak Agarwal,"Advanced Data Analytics and Parallel Technologies (ADAPT) Laboratory, BITS Pilani, Pilani, India"
Navneet Goyal,"Advanced Data Analytics and Parallel Technologies (ADAPT) Laboratory, BITS Pilani, Pilani, India"
Xiao Yang,"Shanghai Jiao Tong University, Shanghai, China"
Mianxiong Dong,"Muroran Institute of Technology, Hokkaido, Japan"
Xiuzhen Chen,"Shanghai Jiao Tong University, Shanghai, China"
Kaoru Ota,"Muroran Institute of Technology, Hokkaido, Japan"
Hainan Zhang,"Rutgers University, New Brunswick, USA"
Hoang Pham,"Rutgers University, New Brunswick, USA"
Haipeng Chen 0001,"Dartmouth College, Hanover, USA"
Mohammad Taghi Hajiaghayi,"University of Maryland, College Park, USA"
Sarit Kraus,"Bar-Ilan University, Ramat Gan, Israel"
Anshul Sawant,"University of Maryland, College Park, USA,Google Inc., Mountain View, USA"
Edoardo Serra,"Boise State University, Boise, USA"
V. S. Subrahmanian,"Dartmouth College, Hanover, USA"
Yanhai Xiong,"Dartmouth College, Hanover, USA"
Xiaoping Zhou,"Beijing Key Laboratory of Intelligent Processing for Building Big Data, Beijing University of Civil Engineering and Architecture, Beijing, China"
Xun Liang 0001,"School of Economics and Management, Ningxia University, Ningxia, China"
Xu Zhu,"School of Statistics, Renmin University of China, Beijing, China"
Zhi Tang,"Institute of Computer Science and Technology, Peking University, Beijing, China"
Ebrahim Sahafizadeh,"Faculty of Computer Engineering, University of Isfahan, Isfahan, Iran"
Behrouz Tork Ladani,"Faculty of Computer Engineering, University of Isfahan, Isfahan, Iran"
Jian An,"School of Computer Science and Technology, Xi’an Jiaotong University, Xi’an, China,Shaanxi Province Key Laboratory of Computer Network, Xi’an Jiaotong University, Xi’an, China"
Jindong Cheng,"School of Computer Science and Technology, Xi’an Jiaotong University, Xi’an, China"
Xiaolin Gui,"School of Computer Science and Technology, Xi’an Jiaotong University, Xi’an, China,Shaanxi Province Key Laboratory of Computer Network, Xi’an Jiaotong University, Xi’an, China"
Wendong Zhang,"School of Software, Xinjiang University, Ürümqi, China"
Danwei Liang,"School of Computer Science and Technology, Xi’an Jiaotong University, Xi’an, China"
Ruowei Gui,"School of Computer Science and Technology, Xi’an Jiaotong University, Xi’an, China"
Lin Jiang,"School of Computer Science and Technology, Xi’an Jiaotong University, Xi’an, China"
Dong Liao,"School of Computer Science and Technology, Xi’an Jiaotong University, Xi’an, China"
Yulei Wu,"College of Engineering, Mathematics and Physical Sciences, University of Exeter, Exeter, U.K."
Fei Hao,"School of Computer Science, Shaanxi Normal University, Xi’an, China"
Juanjuan Li,"State Key Laboratory for Management and Control of Complex Systems, Institute of Automation Chinese Academy of Sciences, Beijing, China,Qingdao Academy of Intelligent Industries, Qingdao, China"
Neil Y. Yen,"School of Computer Science and Engineering, The University of Aizu, Aizuwakamatsu, Japan"
Yi Pan 0001,"Georgia State University, Atlanta, USA"
Victor C. M. Leung,"College of Computer Science and Software Engineering, Shenzhen University, Shenzhen, China,The University of British Columbia, Vancouver, Canada"
Xiangyu Wei,"Beijing Key Laboratory of Security and Privacy in Intelligent Transportation, Beijing Jiaotong University, Beijing, China"
Guangquan Xu,"Tianjin Key Laboratory of Advanced Networking, College of Intelligence and Computing, Tianjin University, Tianjin, China"
Hao Wang 0003,"Norwegian University of Science and Technology, Trondheim, Norway"
Yongzhong He,"Beijing Key Laboratory of Security and Privacy in Intelligent Transportation, Beijing Jiaotong University, Beijing, China"
Zhen Han,"Beijing Key Laboratory of Security and Privacy in Intelligent Transportation, Beijing Jiaotong University, Beijing, China"
Wei Wang 0012,"Beijing Key Laboratory of Security and Privacy in Intelligent Transportation, Beijing Jiaotong University, Beijing, China,Division of Computer, Electrical and Mathematical Sciences & Engineering (CEMSE), King Abdullah University of Science and Technology (KAUST), Thuwal, Saudi Arabia"
Mohammad Ehsan Basiri,"Shahrekord University, Shahrekord, Iran"
Moloud Abdar,"Département d’informatique, Université du Québec À Montréal, Montreal, Canada"
Arman Kabiri,"University of New Brunswick, Fredericton, Canada"
Shahla Nemati,"Shahrekord University, Shahrekord, Iran"
Xujuan Zhou,"School of Management and Enterprise, University of Southern Queensland, Toowoomba, Australia"
Forough Allahbakhshi,"Faculty of Computer Engineering, Najafabad Branch, Islamic Azad University, Najafabad, Iran"
Neil Y. Yen,"University of Aizu, Aizuwakamatsu, Japan"
Gaurav Sharma 0009,"DATALab, Lakehead University, Thunder Bay, Canada"
Gautam Srivastava,"Brandon University, Brandon, Canada,Research Center for Interneural Computing, China Medical University, Taichung, Taiwan"
Vijay Mago,"DATALab, Lakehead University, Thunder Bay, Canada"
Lei-Lei Shi,"School of Computer Science and Telecommunication Engineering, Jiangsu University, Zhenjiang, China"
Lu Liu 0001,"School of Informatics, University of Leicester, Leicester, U.K."
Yan Wu 0009,"School of Computer Science and Telecommunication Engineering, Jiangsu University, Zhenjiang, China"
Liang Jiang,"School of Computer Science and Telecommunication Engineering, Jiangsu University, Zhenjiang, China"
John Panneerselvam,"School of Electronics, Computing, and Mathematics, University of Derby, Derby, U.K."
Roy L. Crole,"School of Informatics, University of Leicester, Leicester, U.K."
Tianxi Ji,"Case Western Reserve University, Cleveland, USA"
Changqing Luo,"Virginia Commonwealth University, Richmond, USA"
Yifan Guo,"Case Western Reserve University, Cleveland, USA"
Qianlong Wang,"Case Western Reserve University, Cleveland, USA"
Lixing Yu,"Case Western Reserve University, Cleveland, USA"
Pan Li 0001,"Case Western Reserve University, Cleveland, USA"
Lijia Ma,"College of Computer Science and Software Engineering, Shenzhen University, Shenzhen, China"
Xiaopeng Huang,"College of Computer Science and Software Engineering, Shenzhen University, Shenzhen, China"
Jianqiang Li 0001,"College of Computer Science and Software Engineering, Shenzhen University, Shenzhen, China"
Qiuzhen Lin,"College of Computer Science and Software Engineering, Shenzhen University, Shenzhen, China"
Zhuhong You,"Xinjiang Technical Institute of Physics and Chemistry, Chinese Academy of Sciences, Xinjiang, China"
Maoguo Gong,"School of Electronic Engineering, the Key Laboratory of Intelligent Perception and Image Understanding of Ministry of Education, Xidian University, Xi’an, China"
Victor C. M. Leung,"College of Computer Science and Software Engineering, Shenzhen University, Shenzhen, China"
Jiejun Hu,"School of Computer Science and Electronic Engineering, University of Essex, Colchester, U.K."
Kun Yang 0001,"School of Computer Science and Electronic Engineering, University of Essex, Colchester, U.K."
Kezhi Wang,"Northumbria University, Newcastle upon Tyne, U.K."
Kai Zhang,"University of Essex, Colchester, U.K."
Lichen Zhang 0001,"Key Laboratory for Modern Teaching Technology of Ministry of Education, Shaanxi Normal University, Xi’an, China,Engineering Laboratory of Teaching Information Technology of Shaanxi Province, Shaanxi Normal University, Xi’an, China,School of Computer Science, Shaanxi Normal University, Xi’an, China"
Yu Ding,"Key Laboratory for Modern Teaching Technology of Ministry of Education, Shaanxi Normal University, Xi’an, China,Engineering Laboratory of Teaching Information Technology of Shaanxi Province, Shaanxi Normal University, Xi’an, China,School of Computer Science, Shaanxi Normal University, Xi’an, China"
Xiaoming Wang 0001,"Key Laboratory for Modern Teaching Technology of Ministry of Education, Shaanxi Normal University, Xi’an, China,Engineering Laboratory of Teaching Information Technology of Shaanxi Province, Shaanxi Normal University, Xi’an, China,School of Computer Science, Shaanxi Normal University, Xi’an, China"
Longjiang Guo,"Key Laboratory for Modern Teaching Technology of Ministry of Education, Shaanxi Normal University, Xi’an, China,Engineering Laboratory of Teaching Information Technology of Shaanxi Province, Shaanxi Normal University, Xi’an, China,School of Computer Science, Shaanxi Normal University, Xi’an, China"
Han Qiu 0001,"Télécom Paris, Paris, France"
Meikang Qiu,"College of Computer Science, Shenzhen University, Shenzhen, China,Texas A&M University—Commerce, Commerce, USA"
Meiqin Liu,"College of Electrical Engineering, Zhejiang University, Hangzhou, China"
Zhong Ming 0001,"College of Computer Science, Shenzhen University, Shenzhen, China"
Yufeng Wang 0001,"College of Telecommunications and information Engineering, Nanjing University of Posts and Telecommunications, Nanjing, China"
Min Gu,"College of Telecommunications and information Engineering, Nanjing University of Posts and Telecommunications, Nanjing, China"
Jianhua Ma,"Faculty of Computer and Information Sciences, Hosei University, Tokyo, Japan"
Qun Jin,"Faculty of Human Sciences, Waseda University, Tokyo, Japan"
Jing Qiu 0002,"Cyberspace Institute of Advanced Technology, Guangzhou University, Guangzhou, China,Cyberspace Security Research Center,Peng Cheng Laboratory, Shenzhen, China"
Yuhan Chai,"Cyberspace Institute of Advanced Technology, Guangzhou University, Guangzhou, China"
Zhihong Tian,"Cyberspace Institute of Advanced Technology, Guangzhou University, Guangzhou, China"
Xiaojiang Du,"Temple University, Philadelphia, USA"
Mohsen Guizani,"College of Engineering, Qatar University, Doha, Qatar"
Berat A. Erol,"Autonomous Control Engineering Laboratories, The University of Texas at San Antonio, One UTSA Circle, San Antonio, USA"
Abhijit Majumdar,"Autonomous Control Engineering Laboratories, The University of Texas at San Antonio, One UTSA Circle, San Antonio, USA"
Patrick Benavidez,"Autonomous Control Engineering Laboratories, The University of Texas at San Antonio, One UTSA Circle, San Antonio, USA"
Paul Rad,"The University of Texas at San Antonio, One UTSA Circle, San Antonio, USA"
Kim-Kwang Raymond Choo,"The University of Texas at San Antonio, One UTSA Circle, San Antonio, USA"
Mo M. Jamshidi,"Autonomous Control Engineering Laboratories, The University of Texas at San Antonio, One UTSA Circle, San Antonio, USA"
Cai Fu,"School of Cyber Science and Engineering, Huazhong University of Science and Technology, Wuhan, China"
Zhao Yang,"School of Cyber Science and Engineering, Huazhong University of Science and Technology, Wuhan, China"
Xiao-Yang Liu,"Columbia University, New York, USA"
Jia Yang,"School of Cyber Science and Engineering, Huazhong University of Science and Technology, Wuhan, China"
Anwar Walid,"Nokia Bell Labs, New Providence, USA"
Laurence T. Yang,"School of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, China,St. Francis Xavier University, Antigonish, Canada"
Jian Xu 0004,"Software College, Northeastern University, Shenyang, China"
Andi Wang,"Software College, Northeastern University, Shenyang, China"
Jun Wu 0001,"School of Cyber Security, Shanghai Jiao Tong University, Shanghai, China,Shanghai Key Laboratory of Integrated Administration Technologies for Information Security, Shanghai, China"
Chen Wang 0042,"Software College, Northeastern University, Shenyang, China"
Ruijin Wang,"School of Information and Software Engineering, University of Electronic Science and Technology of China, Chengdu, China"
Fucai Zhou,"Software College, Northeastern University, Shenyang, China"
Zexun Jiang,"Research Institute of Information Technology, Tsinghua University, Beijing, China"
Hao Yin,"Research Institute of Information Technology, Tsinghua University, Beijing, China"
Yan Luo,"University of Massachusetts Lowell, Lowel, USA"
Jiaying Gong,"Virginia Polytechnic Institute and State University, Blacksburg, USA"
Fei-Yue Wang 0001,"State Key Laboratory for Management and Control of Complex Systems, Institute of Automation Chinese Academy of Sciences, Beijing, China"
Mohammad Reza Nosouhi,"School of Computer Science, University of Technology Sydney, Ultimo, Australia,Data61, CSIRO, Melbourne, Australia"
Keshav Sood,"School of Information Technology, Deakin University, Melbourne, Australia"
Shui Yu,"School of Computer Science, University of Technology Sydney, Ultimo, Australia"
Marthie Grobler,"Data61, CSIRO, Melbourne, Australia"
Jingwen Zhang,"School of Computer Science, University of Technology Sydney, Ultimo, Australia"
Mahsa Seifikar,"Faculty of Computer Engineering, K. N. Toosi University of Technology, Tehran, Iran"
Saeed Farzi,"Faculty of Computer Engineering, K. N. Toosi University of Technology, Tehran, Iran"
Masoud Barati,"School of Computer Science and Informatics, Cardiff University, Cardiff, U.K."
Harshit Srivastava,"ICONS Research Laboratory, University of South Florida, Tampa, USA"
Ravi Sankar,"ICONS Research Laboratory, University of South Florida, Tampa, USA"
Xiao-Jie Li,"Adaptive Networks and Control Laboratory, School of Information Science and Engineering, Fudan University, Shanghai, China"
Xiang Li 0010,"Adaptive Networks and Control Laboratory, School of Information Science and Engineering, Fudan University, Shanghai, China,MOE Frontiers Center for Brain Science, Institutes of Brain Science, Fudan University, Shanghai, China"
Sai Avinash Sattiraju,"University of Texas at Austin, Austin, USA"
Abhishek Chakraborty 0002,"IIT Madras, Chennai, India"
C. S. Shaijumon,"Indian Institute of Space Science and Technology, Thiruvananthapuram, India"
B. S. Manoj 0001,"Indian Institute of Space Science and Technology, Thiruvananthapuram, India"
Ying Tang 0001,"Rowan University, Glassboro, USA,Qingdao Academy of Intelligent Industries, Institute of Smart Education, Qingdao, China,School of Information Science and Technology, Dalian Maritime University, Dalian, China"
Joleen Liang,"Squirrel AI Learning, Shanghai, China"
Ryan Hare,"Rowan University, Glassboro, USA"
Fei-Yue Wang 0001,"State Key Laboratory for Management and Control of Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, China"
Paolo Bolzern,"Politecnico di Milano, Milan, Italy"
Patrizio Colaneri,"Politecnico di Milano, Milan, Italy,IEEIT-CNR, Milan, Italy"
Giuseppe De Nicolao,"Università di Pavia, Pavia, Italy"
Kellyton dos Santos Brito,"Informatics Centre, Universidade Federal de Pernambuco, Recife, Brazil,Universidade Federal Rural de Pernambuco, Recife, Brazil"
Alysson Alves de Lima,"Informatics Centre, Universidade Federal de Pernambuco, Recife, Brazil"
