Bogdan Carbunar,Florida International University
Daniel Franzmann,Goethe University Frankfurt
Arvid Alexander Eichner,Goethe University Frankfurt
Roland Holten,Goethe University Frankfurt
Lucas Santos de Oliveira,Federal University of Minas Gerais
Pedro O. S. Vaz de Melo,Federal University of Minas Gerais
Marcelo S. Amaral,State University of Southwestern of Bahia
José Antônio G. Pinho,Federal University of Bahia
Pamela J. Wisniewski,University of Central Florida
Karla A. Badillo-Urquiola,University of Central Florida
Zahra Ashktorab,IBM
Jessica Vitak,University of Maryand
Alex Yarovoy,University of Haifa
Yiftach Nagar,University of Haifa
Einat Minkov,University of Haifa
Ofer Arazy,University of Haifa
Joshua M. Chamberlain,Boise State University
Francesca Spezzano,Boise State University
Jaclyn J. Kettler,Boise State University
Bogdan Dit,Boise State University
Amro Khasawneh,Johns Hopkins University
Kapil Chalil Madathil,Clemson University
Heidi Zinzow,Clemson University
Pamela J. Wisniewski,University of Central Florida
Amal Ponathil,Clemson University
Hunter Rogers,Clemson University
Sruthy Agnisarman,Clemson University
Rebecca Roth,Clemson University
Meera Narasimhan,University of South Carolina
Milad Mirbabaie,University of Bremen
Felix Brünker,University of Duisburg-Essen
Magdalena Wischnewski,University of Duisburg-Essen
Judith Meinert,University of Duisburg-Essen
Jani Holopainen,University of Helsinki
Osmo Mattila,University of Eastern Finland
Petri Parvinen,Aalto University
Essi Pöyry,University of Helsinki
Tuure Tuunanen,University of Jyväskylä
Sandeep Purao,Bentley University
David M. Murungi,Bentley University
David J. Yates,Bentley University
Simo Järvelä,Aalto University
Benjamin Cowley 0001,University of Helsinki
Mikko Salminen,Tampere University
Giulio Jacucci,University of Helsinki
Juho Hamari,Tampere University
Niklas Ravaja,University of Helsinki
David W. McDonald,University of Washington
Mark Zachry,University of Washington
Wanru Li,George Mason University
Kathryn B. Laskey,George Mason University
James D. Lee,George Mason University
John M. Roberts Jr.,University of New Mexico
Raymond V. Liedka,University of New Mexico
Carolyn J. Anderson,University of Illinois at Urbana-Champaign
Stanley Wasserman,University of Illinois at Urbana-Champaign
Bradley Crouch,University of Illinois at Urbana-Champaign
Emmanuel Lazega,CNRS
Philippa Pattison,University of Melbourne
Jennifer A. Stoloff,University of North Carolina
Jennifer L. Glanville,University of North Carolina
Elisa Jayne Bienenstock,Stanford University
Anuska Ferligoj,University of Ljubljana
Valentina Hlebec,University of Ljubljana
Karen Klein Ikkink,Vrije University Amsterdam
Theo van Tilburg,Vrije University Amsterdam
John P. Boyd 0002,University of California - Irvine
Martin G. Everett,University of Greenwich
Nicholas V. Findler,Arizona State University
Sudheer Dhulipalla,Arizona State University
Marijtje A. J. Van Duijn,University of Groningen
Jooske T. van Busschbach,University of Groningen
Tom A. B. Snijders,University of Groningen
Dawn Iacobucci,Northwestern University
R. Neelamegham,University of Colorado
Brigham S. Anderson,Carnegie Mellon University
Carter T. Butts,Carnegie Mellon University
Kathleen M. Carley,Carnegie Mellon University
Wouter de Nooy,Erasmus University Rotterdam
Stefanie Bailey,Stanford University
Peter V. Marsden,Harvard University
Katherine Faust,University of South Carolina
Barbara Entwisle,University of North Carolina
Ronald R. Rindfuss,University of North Carolina
Stephen J. Walsh,University of North Carolina
Yothin Sawangdee,Mahidol University
Ingegerd Jansson,Stockholm University
Devon D. Brewer,University of Washington
Cynthia M. Webster,University of New South Wales
Stephen P. Borgatti,Boston College
Martin G. Everett,University of Greenwich
Martin G. Everett,University of Greenwich
Stephen P. Borgatti,Boston College
Ronald S. Burt,University of Chicago
Devon D. Brewer,University of Washington
Hugh Louch,Princeton University
John M. Roberts Jr.,University of New Mexico
Sabina Kef,University of Amsterdam
Joop J. Hox,University of Amsterdam
H. T. Habekothé,University of Amsterdam
Kazuo Yamaguchi,University of Chicago
Bruce C. Straits,University of California - Santa Barbara
René van den Brink,Tilburg University
Robert P. Gilles,Virginia Polytechnic Institute and State University
Vladimir Batagelj,University of Ljubljana
Andrej Mrvar,University of Ljubljana
Norman P. Hummon,University of Pittsburgh
Robb Willer,University of Iowa
David Willer,University of South Carolina
John M. Roberts Jr.,University of New Mexico
Micha Mandel,The Hebrew University
J. Jill Suitor,Louisiana State University
Karl Pillemer,Cornell University
Paul Nieuwbeerta,Utrecht University
Henk Flap,Utrecht University
Kevin White 0002,University of Pennsylvania
Susan Cotts Watkins,University of Pennsylvania
Britta Ruhnau,University of Dortmund
Devon D. Brewer,University of Washington
Garry Robins,University of Melbourne
Peter Elliott,Swinburne University of Technology
Philippa Pattison,University of Melbourne
Carter T. Butts,Carnegie Mellon University
Gina Lai,Hong Kong Baptist University
John P. Boyd 0002,University of California - Irvine
Kai J. Jonas,Georg-August-Universitaet
Valentina Hlebec,University of Ljubljana
Anuska Ferligoj,University of Ljubljana
Min-Woong Sohn,University of Chicago
Noah E. Friedkin,University of California - Santa Barbara
Phillip Bonacich,University of California - Los Angeles
Paulette Lloyd,University of California - Los Angeles
Ove Frank,Stockholm University
Rob Cross,IBM
Stephen P. Borgatti,Boston College
Andrew Parker 0003,IBM
Vladimir Batagelj,University of Ljubljana
Andrej Mrvar,University of Ljubljana
Michael Bourgeois,University of California - Santa Barbara
Noah E. Friedkin,University of California - Santa Barbara
James Moody,Ohio State University
Song Yang,University of Minnesota
David Knoke,University of Minnesota
Henk Flap,Utrecht University
Beate Völker,Utrecht University
Tina Kogovsek,University of Ljubljana
Anuska Ferligoj,University of Ljubljana
Germà Coenders,University of Girona
Willem E. Saris,University of Amsterdam
Roger Th. A. J. Leenders,University of Groningen
Gina Lai,Hong Kong Baptist University
Odalia Wong,Hong Kong Baptist University
Charles Kadushin,Brandeis University
Patrick Doreian,University of Pittsburgh
Martin Ruef,University of North Carolina
Kazuo Yamaguchi,University of Chicago
Devon D. Brewer,University of Washington
Jeffrey C. Johnson,East Carolina University
Susan C. Weller,University of Texas Medical Branch
John M. Roberts Jr.,University of New Mexico
Timothy J. Brazill,Mercer University
Bernard Grofman,University of California - Irvine
Katherine Faust,University of South Carolina
Karin E. Willert,University of South Carolina
David D. Rowlee,University of South Carolina
John Skvoretz,University of South Carolina
Ece Batchelder,University of California - Irvine
David Krackhardt,Carnegie Mellon University
Martin Kilduff,Pennsylvania State University
Jeffrey C. Johnson,East Carolina University
Michael K. Orbach,Duke University
Noah E. Friedkin,University of California - Santa Barbara
David Krackhardt,Carnegie Mellon University
John P. Boyd 0002,University of California - Irvine
Ronald S. Burt,University of Chicago
Scott L. Feld,Louisiana State University
William C. Carter,University of North Carolina
Ove Frank,Stockholm University
Noah E. Friedkin,University of California - Santa Barbara
Eugene C. Johnsen,University of California - Santa Barbara
Peter V. Marsden,Harvard University
Philippa Pattison,University of Melbourne
Ronald L. Breiger,University of Arizona
Peter V. Marsden,Harvard University
Norman P. Hummon,University of Pittsburgh
Patrick Doreian,University of Pittsburgh
Maarten Marx,University of Amsterdam
Michael Masuch,University of Amsterdam
Hester H. S. Moerbeek,Wageningen University
Ariana Need,University of Nijmegen
Mark E. J. Newman,Santa Fe Institute
Jeroen Bruggeman,University of Amsterdam
Gianluca Carnabuci,University of Amsterdam
Ivar E. Vermeulen,University of Amsterdam
Carter T. Butts,University of California - Irvine
Christopher McCarty,University of Florida
H. Russell Bernard,University of Florida
Eugene C. Johnsen,University of California - Santa Barbara
John Domini,University of Florida
Gene A. Shelley,Georgia State University
George R. Barnes,University of Louisville
Patricia B. Cerrito,University of Louisville
Inessa Levi,University of Louisville
Jukka Nyblom,University of Joensuu
Stephen P. Borgatti,Boston College
Juha Roslakka,University of Joensuu
Mikko A. Salo,University of Joensuu
Jonathon N. Cummings,Massachusetts Institute of Technology
Rob Cross,University of Virginia
Lada A. Adamic,HP Labs
Eytan Adar,HP Labs
Matthijs Kalmijn,Tilburg University
Shin-Kap Han,University of Illinois at Urbana-Champaign
Kazuo Yamaguchi,University of Chicago
Elizabeth Costenbader,Johns Hopkins University
Thomas W. Valente,University of Southern California
Miranda J. Lubbers,University of Groningen
William S. Lovejoy,University of Michigan
Christoph H. Loch,HP Labs
Linton C. Freeman,University of California - Irvine
Ronald L. Breiger,University of California - Irvine
Deirdre M. Kirke,National University of Ireland
Patrick Doreian,University of Pittsburgh
Vladimir Batagelj,University of Ljubljana
Anuska Ferligoj,University of Ljubljana
Chris Baerveldt,Utrecht University
Marijtje A. J. Van Duijn,University of Groningen
Lotte Vermeij,Utrecht University
Dianne A. Van Hemert,Tilburg University
Charles Kadushin,Brandeis University
Wayne E. Baker,University of Michigan
Robert R. Faulkner,University of Massachusetts
John Skvoretz,University of South Carolina
Thomas J. Fararo,University of Pittsburgh
Filip Agneessens,Ghent University
Frits van Merode,Maastricht University
Hans Maarse,Maastricht University
Petter Holme,Umeå University
Christofer R. Edling,Stockholm University
Fredrik Liljeros,Stockholm University
María Guadalupe Ramírez Ortiz,Epidemiological Research and Adolescence Health Center Unit; Mexican Institute of Social Security
José Ramiro Caballero Hoyos,Epidemiological Research and Adolescence Health Center Unit; Mexican Institute of Social Security
María Guadalupe Ramírez López,Epidemiological Research and Adolescence Health Center Unit; Mexican Institute of Social Security
Phillip Bonacich,University of California - Los Angeles
Annie Cody Holdren,University of California - Los Angeles
Michael Johnston,University of California - Los Angeles
Christian Tallberg,Stockholm University
Uwe Matzat,Eindhoven University of Technology
Garry Robins,University of Melbourne
Philippa Pattison,University of Melbourne
Jodie Woolcock,University of Melbourne
Phillip Bonacich,University of California - Los Angeles
Alexandra Marin,Harvard University
Masaki Tomochi,Chuo University
W. Craig Carter,Middle Tennessee State University
Scott L. Feld,Purdue University
Phillip Bonacich,University of California - Los Angeles
Paulette Lloyd,University of California - Los Angeles
George A. Barnett,University at Buffalo
Rick Grannis,University of California - Los Angeles
Patrick Doreian,University of Pittsburgh
Vladimir Batagelj,University of Ljubljana
Anuska Ferligoj,University of Ljubljana
Elizabeth Costenbader,Johns Hopkins University
Thomas W. Valente,University of Southern California
Martin Van Der Gaag,Free University
Tom A. B. Snijders,University of Groningen
Martin G. Everett,University of Westminster
Stephen P. Borgatti,Boston College
M. E. J. Newman,University of Michigan
Stephen P. Borgatti,Boston College
Valentina Hlebec,University of Ljubljana
Ronald L. Breiger,University of Arizona
Stephen P. Borgatti,Boston College
José Luis Molina,Autonomous University of Barcelona
Alden S. Klovdahl,Australian National University
Charles Kadushin,Brandeis University
Yang-chih Fu,Academia Sinica
Lada A. Adamic,HP Labs
Eytan Adar,HP Labs
Tina Kogovsek,University of Ljubljana
Anuska Ferligoj,University of Ljubljana
Simona Bignami-Van Assche,Harvard University
Rance P. L. Lee,Chinese University of Hong Kong
Danching Ruan,Hong Kong Baptist University
Gina Lai,Hong Kong Baptist University
Karl M. van Meter,CNRS
Claire Bidart,CNRS
Alain Degenne,University of Caen
Michel Grossetti,CNRS
Alain Degenne,CNRS
Marie-Odile Lebeaux,CNRS
Daniel Lavenu,University of Caen
H. Russell Bernard,University of Florida
Norman Braun,University of Munich
Thomas Gautschi,University of Bern
Hetty van Emmerik,Utrecht University
Jonathon N. Cummings,Massachusetts Institute of Technology
Monica C. Higgins,Harvard University
Yuval Kalish,University of Melbourne
Garry Robins,University of Melbourne
Christopher McCarty,University of Florida
H. Russell Bernard,University of Florida
Mark House,University of Florida
Sam Field,University of Texas at Austin
Kenneth A. Frank,Michigan State University
Kathryn Schiller,University at Albany
Catherine Riegle-Crumb,University of Texas at Austin
Chandra Muller,University of Texas at Austin
Stephen P. Borgatti,Boston College
Kathleen M. Carley,Carnegie Mellon University
David Krackhardt,Carnegie Mellon University
Patrick Doreian,University of Pittsburgh
John P. Boyd 0002,University of California - Irvine
William J. Fitzgerald 0002,University of California - Irvine
Robert J. Beck,University of California - Irvine
Yuki Yasuda,University of Tokyo
Mark S. Mizruchi,University of Michigan
Christopher Marquis,Harvard University
Lluís Coromina,University of Girona
Germà Coenders,University of Girona
Tackseung Jun,Kyung Hee University
Jeong-Yoo Kim,Kyung Hee University
Beom Jun Kim,Ajou University
Moo Young Choi,Seoul National University
Gueorgi Kossinets,Columbia University
Patrick Doreian,University of Pittsburgh
Peter V. Marsden,Harvard University
Carter T. Butts,University of California - Irvine
Norio Konno,Yokohama National University
Charles Carroll,University of Groningen
John Levi Martin,University of Wisconsin-Madison
King-To Yeung,The State University of New Jersey
Alayne M. Adams,Columbia University
Sangeetha Madhavan,University of the Witwatersrand
Frank Tutzauer,University at Buffalo
Margaret K. Chojnacki,Barry University
Pauline W. Hoffmann,University at Buffalo
Tadeusz Sozanski,Institute of Sociology
Filip Agneessens,Ghent University
Hans Waege,Ghent University
John Lievens,Ghent University
Ana Salomé García Muñiz,University of Oviedo
Carmen Ramos Carvajal,University of Oviedo
Gábor Péli,University of Groningen
Jeroen Bruggeman,University of Amsterdam
James H. Fowler,University of California - Davis
Stephen P. Borgatti,Boston College
Martin G. Everett,University of Westminster
Karl E. Bauman,University of North Carolina
Robert W. Faris,University of North Carolina
Susan T. Ennett,University of North Carolina
Andrea M. Hussong,University of North Carolina
Vangie A. Foshee,University of North Carolina
Elisabeth L. Terhell,Vrije University Amsterdam
Marjolein I. Broese van Groenou,Vrije University Amsterdam
Theo van Tilburg,Vrije University Amsterdam
Matthijs Kalmijn,Tilburg University
Jeroen K. Vermunt,Tilburg University
jimi adams,Ohio State University
James Moody,Ohio State University
Carl Nordlund,Lund University
Trevor I. Fenner,University of London
Mark Levene,University of London
George Loizou,University of London
Philip A. Sinclair,The British University in Egypt
James Stiller,University of Liverpool
Robin I. M. Dunbar,University of Liverpool
Ales Ziberna,University of Ljubljana
John W. McDonald,University of Southampton
Peter W. F. Smith,University of Southampton
Jonathan J. Forster,University of Southampton
Soong Moon Kang,Stanford University
Carlo Morselli,University of Montreal
Cynthia Giguère,University of Montreal
Katia Petit,University of Montreal
Thomas W. Valente,University of Southern California
David B. Tindall,University of British Columbia
Garry Robins,University of Melbourne
Martina Morris,University of Washington
Garry Robins,University of Melbourne
Pip Pattison,University of Melbourne
Yuval Kalish,University of Melbourne
Dean Lusher,University of Melbourne
Garry Robins,University of Melbourne
Tom A. B. Snijders,University of Groningen
Peng Wang 0002,University of Melbourne
Mark Handcock,University of Washington
Philippa Pattison,University of Melbourne
David R. Hunter,Penn State University
Steven M. Goodreau,University of Washington
Frank Tutzauer,University at Buffalo
Marcel A. L. M. van Assen,Tilburg University
Arnout van de Rijt,Cornell University
David C. Bell,Indiana University
Christopher McCarty,University of Florida
Mario Diani,University of Trento
José Luis Molina,Autonomous University of Barcelona
Amalya L. Oliver,The Hebrew University
Yuval Kalish,The Hebrew University
Gad Yair,The Hebrew University
James Moody,Duke University
Barry Wellman,University of Toronto
Susan Bastani,University of Alzahra
Marina Hennig,Humboldt University of Berlin
Michel Grossetti,University of Toulouse Le Mirail
Gabriele Plickert,University of Toronto
Rochelle R. Côté,University of Toronto
Barry Wellman,University of Toronto
Diana Mok,University of Western Ontario
Barry Wellman,University of Toronto
Daniel J. Brass,University of Kent
Thomas W. Valente,University of Southern California
Jessica A. Crowe,Washington State University
Miranda J. Lubbers,University of Groningen
Tom A. B. Snijders,University of Oxford
Davide Barrera,Utrecht University
Silvia Snidero,University of Torino
Roberto Corradetti,University of Torino
Dario Gregori,University of Torino
Sara Y. Del Valle,Los Alamos National Laboratory
James Mac Hyman,Los Alamos National Laboratory
Herbert W. Hethcote,University of Iowa
Stephen G. Eubank,Los Alamos National Laboratory
Phillip Bonacich,University of California - Los Angeles
James D. Montgomery,University of Wisconsin - Madison
Soong Moon Kang,University College London
Carter T. Butts,University of California - Irvine
Brent Simpson,University of South Carolina
Tucker McGrimmon,University of South Carolina
James H. Fowler,University of California - San Diego
Sangick Jeon,Stanford University
Matthieu Latapy,CNRS
Clémence Magnien,CNRS
Nathalie Del Vecchio,University Paris 2
Lluís Coromina,University of Girona
Germà Coenders,University of Girona
Anuska Ferligoj,University of Ljubljana
Gerald Mollenhorst,Utrecht University
Beate Völker,Utrecht University
Henk Flap,Utrecht University
Brian Carolan,City University of New York
Gbemisola Adejumo,University of Waterloo
P. Robert Duimering,University of Waterloo
Zhehui Zhong,University of Waterloo
Fengjie Xie,Xi’an Jiaotong University
Wentian Cui,Xi’an Jiaotong University
Fengjie Xie,Xi’an Jiaotong University
Wentian Cui,Xi’an Jiaotong University
Patrick Doreian,University of Pittsburgh
Rolf Ziegler,University of Munich
Rafael T. Mikolajczyk,University of Bielefeld
Mirjam Kretzschmar,University of Bielefeld
Ulrik Brandes,University of Konstanz
Mo-Han Hsieh,Massachusetts Institute of Technology
Christopher L. Magee,Massachusetts Institute of Technology
Emmanuel Lazega,CNRS
Marie-Thérèse Jourda,CNRS
Lise Mounier,CNRS
Rafaël Stofer,University Paris Dauphine
Károly Takács,Corvinus University of Budapest
Béla Janky,Budapest University of Technology and Economics
Andreas Flache,University of Groningen
Mark S. Mizruchi,University of Michigan
Eric J. Neuman,University of Michigan
George B. Davis,Carnegie Mellon University
Kathleen M. Carley,Carnegie Mellon University
Vasja Vehovar,University of Ljubljana
Katja Lozar Manfreda,University of Ljubljana
Gasper Koren,University of Ljubljana
Valentina Hlebec,University of Ljubljana
Charles F. Mann,Southern Methodist University
David W. Matula,Southern Methodist University
Eli V. Olinick,Southern Methodist University
Naomi Braine,National Development and Research Institute
Caroline Acker,Carnegie Mellon University
Huso Yi,National Development and Research Institute
Samuel Friedman,National Development and Research Institute
Patrick Doreian,University of Pittsburgh
Arnout van de Rijt,State University of New York at Stony Brook
Marcel A. L. M. van Assen,Tilburg University
Katherine Faust,University of California - Irvine
Peter Totterdell,University of Sheffield
David Holman,University of Sheffield
Amy Hukin,University of Sheffield
Mark Huisman,University of Groningen
Christian Steglich,University of Groningen
Antonio Páez,McMaster University
Darren M. Scott,McMaster University
Erik M. Volz,University of Texas at Austin
Elisa Bellotti,University of Turin
Kevin Lewis,Harvard University
Jason Kaufman,Harvard University
Marco Gonzalez,Harvard University
Andreas Wimmer,University of California - Los Angeles
Nicholas Christakis,Harvard University
Patrick Doreian,University of Pittsburgh
Andrej Mrvar,University of Ljubljana
Peng Wang 0002,University of Melbourne
Ken Sharpe,University of Melbourne
Garry Robins,University of Melbourne
Philippa Pattison,University of Melbourne
Eric Turkheimer,University of Virginia
Thomas F. Oltmanns,Washington University in St. Louis
Johanne Saint-Charles,University of Quebec in Montreal
Pierre Mongeau,University of Quebec in Montreal
Andrea Röper,Utrecht University
Beate Völker,Utrecht University
Henk Flap,Utrecht University
Marijtje A. J. Van Duijn,University of Groningen
Krista Gile,University of Washington
Mark S. Handcock,University of Washington
Martijn J. Burger,Erasmus University Rotterdam
Vincent Buskens,Utrecht University
Noah E. Friedkin,University of California - Santa Barbara
Ruud Hendrickx,Tilburg University
Peter Borm,Tilburg University
René van den Brink,Free University
Guillermo Owen,Naval Postgraduate School
Benjamin Cornwell,Cornell University
Garry Robins,University of Melbourne
Pip Pattison,University of Melbourne
Peng Wang 0002,University of Melbourne
Gönül Dogan,Tilburg University
Marcel A. L. M. van Assen,Tilburg University
Arnout van de Rijt,Stony Brook University
Vincent Buskens,Utrecht University
Roy Lindelauf,Netherlands Defense Academy
Peter Borm,Tilburg University
Herbert Hamers,Tilburg University
Sam G. B. Roberts,University of Oxford
Robin I. M. Dunbar,University of Oxford
Thomas V. Pollet,University of Groningen
Toon Kuppens,Catholic University
Pamela Emanuelson,University of South Carolina
David Willer,University of South Carolina
Tore Opsahl,Queen Mary University of London
Pietro Panzarasa,Queen Mary University of London
Sebastian Schnettler,Yale University
Sebastian Schnettler,Yale University
Eric D. Kolaczyk,Boston University
Pavel N. Krivitsky,University of Washington
Mark S. Handcock,University of Washington
Adrian E. Raftery,University of Washington
Peter D. Hoff,University of Washington
Philip Andrew Sinclair,Manchester Metropolitan University
James Pustejovsky,Northwestern University
James P. Spillane,Northwestern University
Marijtje A. J. Van Duijn,University of Groningen
Chris Baerveldt,University of Utrecht
Riitta Toivonen,Helsinki University of Technology
Lauri Kovanen,Helsinki University of Technology
Mikko Kivelä,Helsinki University of Technology
Jukka-Pekka Onnela,Oxford University
Jari Saramäki,Helsinki University of Technology
Kimmo Kaski,Helsinki University of Technology
Francesca Grippa,University of Salento
Olivier Toubia,Columbia University
Sandra González-Bailón,University of Oxford
Tom A. B. Snijders,University of Groningen
Patrick Doreian,University of Ljubljana
Rense Corten,Utrecht University
Vincent Buskens,Utrecht University
Camille Roth,CNRS
Norman Conti,Duquesne University
Patrick Doreian,University of Pittsburgh
Tom A. B. Snijders,University of Groningen
Gerhard G. Van De Bunt,Free University
Christian E. G. Steglich,University of Groningen
David R. Schaefer,Arizona State University
John M. Light,Oregon Research Institute
Richard A. Fabes,Arizona State University
Laura D. Hanish,Arizona State University
Carol Lynn Martin,Arizona State University
Liesbeth Mercken,Care and Public Health Research Institute (CAPHRI)
Tom A. B. Snijders,University of Oxford
Christian E. G. Steglich,University of Groningen
Hein de Vries,Care and Public Health Research Institute (CAPHRI)
Maurits de Klepper,VU University
Ed Sleebos,VU University
Gerhard G. Van De Bunt,VU University
Filip Agneessens,VU University
Miranda J. Lubbers,Autonomous University of Barcelona
José Luis Molina,Autonomous University of Barcelona
Jürgen Lerner,University of Konstanz
Ulrik Brandes,University of Konstanz
Javier Ávila,Autonomous University of Barcelona
Christopher McCarty,University of Florida
Uwe Matzat,Eindhoven University of Technology
Chris Snijders,Eindhoven University of Technology
Cyprian Wejnert,Cornell University
John P. Boyd 0002,University of California - Irvine
Matthew C. Mahutga,University of California - Riverside
David A. Smith,University of California - Irvine
Darren C. Treadway,State University of New York at Buffalo
Jacob W. Breland,University of Idaho
Garry L. Adams,Auburn University
Allison B. Duke,Lipscomb University
Laura A. Williams,University of Mississippi
John R. Hipp,University of California - Irvine
Kayla de la Haye,CSIRO
Garry Robins,University of Melbourne
Philip Mohr,CSIRO
Carlene Wilson,Flinders University
Simon Rodan,San José State University
Bettina Hoser,University of Karlsruhe (TH)
Tanja Nitschke,University of Karlsruhe (TH)
Matthew E. Brashears,Cornell University
Balázs Kovács,University of Lugano
Thomas W. Valente,University of Southern California
Kayo Fujimoto,University of Southern California
Katherine Faust,University of California - Irvine
Mo-Han Hsieh,Massachusetts Institute of Technology
Christopher L. Magee,Massachusetts Institute of Technology
Tore Opsahl,Imperial College London
Filip Agneessens,VU University
John Skvoretz,University of South Florida
Verónica de Miguel Luken,Autonomous University of Barcelona
Mark Tranmer,University of Manchester
Siddhartha Bhattacharyya,University of Illinois at Chicago
Stellan Ohlsson,University of Illinois at Chicago
Karl-Oskar Lindgren,Uppsala University
Eric J. Neuman,University of Illinois at Urbana-Champaign
Mark S. Mizruchi,University of Michigan
Vincent Buskens,Utrecht University
Werner Raub,Utrecht University
Joris van der Veer,Utrecht University
Michael Szell,University of Vienna
Stefan Thurner,University of Vienna
Tal Spalter,Tel Aviv University
Martin G. Everett,University of Manchester
Stephen P. Borgatti,University of Kent
Brea L. Perry,University of Kent
Bernice A. Pescosolido,Indiana University
Vincent Chua,University of Toronto
Michael J. Brusco,Florida State University
Neha Gondal,Rutgers University
Wouter de Nooy,University of Amsterdam
Alberto Caimo,University College Dublin
Nial Friel,University College Dublin
Ramasuri Narayanam,Indian Institute of Science
Y. Narahari,Indian Institute of Science
Matthew J. Salganik,Princeton University
Alexandre Hannud Abdo,University of São Paulo
Dimitri Fazito,Federal University of Minas Gerais
Axel Franzen,University of Bern
Sonja Pointner,University of Bern
Noah E. Friedkin,University of California - Santa Barbara
James Moody,Duke University
Wendy D. Brynildsen,Duke University
D. Wayne Osgood,Pennsylvania State University
Mark E. Feinberg,Pennsylvania State University
Scott D. Gest,Pennsylvania State University
Conrad Lee,University College Dublin
Thomas Scherngell,AIT Austrian Institute of Technology GmbH
Michael J. Barber,AIT Austrian Institute of Technology GmbH
José Luis Iribarren,Autonomous University of Madrid
Esteban Moro,Autonomous University of Madrid
David R. Schaefer,Arizona State University
Rachel Garshick Kleit,University of Washington
Nicole Bohme Carnegie,York University
Brent Simpson,University of South Carolina
Barry Markovsky,University of South Carolina
Mike Steketee,University of South Carolina
Brent Simpson,University of South Carolina
Barry Markovsky,University of South Carolina
Mike Steketee,University of South Carolina
Robert Ackland,Australian National University
Mathieu O'Neil,Australian National University
Mónica del Pozo,Universidad Complutense de Madrid
Conrado Manuel,Universidad Complutense de Madrid
Enrique González-Arangüena,Universidad Complutense de Madrid
Guillermo Owen,Naval Postgraduate School
Michael J. Brusco,Florida State University
Hans Noel,Georgetown University
Brendan Nyhan,University of Michigan
Dan Braha,New England Complex Systems Institute
Blake C. Stacey,New England Complex Systems Institute
Yaneer Bar-Yam,New England Complex Systems Institute
Kayo Fujimoto,University of Southern California
Chih-Ping Chou,University of Southern California
Thomas W. Valente,University of Southern California
Troy Raeder,University of Notre Dame
Omar Lizardo,University of Notre Dame
David Hachen,University of Notre Dame
Nitesh V. Chawla,University of Notre Dame
Christoph Stadtfeld,Karlsruhe Institute of Technology
Andreas Geyer-Schulz,University of Groningen
James Sanders,Washington State University
Ylva Almquist,Stockholm University
Gerald Mollenhorst,Utrecht University
Beate Völker,Utrecht University
Henk Flap,Utrecht University
Christian Steglich,University of Groningen
Rafael Wittek,University of Groningen
Steve McDonald,North Carolina State University
Matthew E. Brashears,Cornell University
Yen-Sheng Chiang,University of California - Irvine
jimi adams,Arizona State University
Katherine Faust,University of California - Irvine
Gina S. Lovasi,Columbia University
Galina Daraganova,University of Melbourne
Pip Pattison,University of Melbourne
Johan H. Koskinen,Oxford University
Bill Mitchell,University of Newcastle
Anthea Bill,University of Newcastle
Martin Watts,University of Newcastle
Scott Baum,Griffith University
Paulina Preciado,University of Oxford
Tom A. B. Snijders,University of Groningen
William J. Burk,Radboud University
Håkan Stattin,University of Örebro
Margaret Kerr,University of Örebro
Patrick Doreian,University of Pittsburgh
Norman Conti,Duquesne University
Kerstin Sailer,University College London
Ian McCulloh,United States Military Academy
Gil Viry,University of Geneva
Yuri Takhteyev,University of Toronto
Anatoliy A. Gruzd,Dalhousie University
Barry Wellman,University of Toronto
Carter T. Butts,University of California - Irvine
Ryan M. Acton,University of Massachusetts
John R. Hipp,University of California - Irvine
Nicholas N. Nagle,University of Tennessee
Alessandro Lomi,University of Lugano
Francesca Pallotti,University of Lugano
Ashton M. Verdery,University of North Carolina
Barbara Entwisle,University of North Carolina
Katherine Faust,University of California - Irvine
Ronald R. Rindfuss,University of North Carolina
John R. Hipp,University of California - Irvine
Robert W. Faris,University of California - Davis
Adam Boessen,University of California - Irvine
David R. Schaefer,Arizona State University
Jeremy Mennis,Temple University
Michael J. Mason,Villanova University
Martin G. Everett,University of Manchester
David Krackhardt,Carnegie Mellon University
Koen Vanbrabant,University of Leuven
Peter Kuppens,University of Leuven
Johan Braeken,Tilburg University
Evelien Demaerschalk,University of Leuven
An Boeren,University of Leuven
Francis Tuerlinckx,University of Leuven
David Willer,University of South Carolina
Marcel A. L. M. van Assen,Tilburg University
Pamela Emanuelson,Dakota State University
Alexandra Marin,University of Toronto
Lea Ellwardt,University of Groningen
Giuseppe (Joe) Labianca,University of Kent
Rafael Wittek,University of Groningen
Jens F. Binder,Nottingham Trent University
Sam G. B. Roberts,University of Chester
Alistair G. Sutcliffe,University of Manchester
Elisa Bellotti,University of Manchester
Mariela Szwarcberg,University of Chicago
Lijun Song,Vanderbilt University
Hongzhong Deng,National University of Defense Technology
Peter Abell,London School of Economics and Political Science
Ji Li,National University of Defense Technology
Jun Wu 0004,National University of Defense Technology
John Sandberg,McGill University
Steven Rytina,McGill University
Valérie Delaunay,Aix Marseille University
Love Bohman,Stockholm University
Tom A. B. Snijders,University of Oxford
Patrick Doreian,University of Pittsburgh
Ulrik Brandes,University of Konstanz
Natalie Indlekofer,University of Konstanz
Martin Mader,University of Konstanz
Johan H. Koskinen,University of Oxford
Christofer R. Edling,Jacobs University
Emmanuel Lazega,University Paris Dauphine
